id,stock_id,stock_name,stock_short,stock_open,stock_close,stock_high,stock_low,stock_volume,update_time
486,2,AMAZON,AMZN,335.15,323.0,335.44,315.61,12534600,"2014-04-26 00:49:28.418374"
487,2,AMAZON,AMZN,320.99,317.76,324.94,313.13,7077400,"2014-04-24 00:49:28.418374"
488,2,AMAZON,AMZN,321.88,327.07,328.0,318.44,6577600,"2014-04-22 00:49:28.418374"
489,2,AMAZON,AMZN,328.47,331.81,332.18,322.5,5056600,"2014-04-20 00:49:28.418374"
490,2,AMAZON,AMZN,330.6,317.11,331.0,316.5,6126700,"2014-04-18 00:49:28.418374"
491,2,AMAZON,AMZN,314.0,311.73,316.5,309.5,7287500,"2014-04-16 00:49:28.418374"
492,2,AMAZON,AMZN,317.67,315.91,320.48,311.28,4293500,"2014-04-14 00:49:28.418374"
493,2,AMAZON,AMZN,316.7,316.08,318.28,305.5,5398600,"2014-04-12 00:49:28.418374"
494,2,AMAZON,AMZN,321.17,323.68,324.0,314.71,4284900,"2014-04-10 00:49:28.418374"
495,2,AMAZON,AMZN,319.76,324.91,328.66,319.76,4299200,"2014-04-08 00:49:28.418374"
496,2,AMAZON,AMZN,323.97,330.87,331.15,322.31,2999400,"2014-04-06 00:49:28.418374"
497,2,AMAZON,AMZN,332.0,329.32,337.5,328.94,3711600,"2014-04-04 00:49:28.418374"
498,2,AMAZON,AMZN,333.06,324.58,333.13,323.39,3604600,"2014-04-02 00:49:28.418374"
499,2,AMAZON,AMZN,329.67,337.15,337.4,322.95,9293700,"2014-03-31 00:49:28.418374"
500,2,AMAZON,AMZN,316.25,303.83,316.49,302.71,16180200,"2014-03-29 00:49:28.418374"
501,2,AMAZON,AMZN,304.0,296.58,304.39,288.0,14478300,"2014-03-27 00:49:28.418374"
502,2,AMAZON,AMZN,296.44,300.38,301.84,290.45,6509300,"2014-03-25 00:49:28.418374"
503,2,AMAZON,AMZN,298.1,304.13,304.56,298.1,4088600,"2014-03-23 00:49:28.418374"
504,2,AMAZON,AMZN,304.13,307.89,310.48,304.0,4328600,"2014-03-21 00:49:28.418374"
505,3,YAHOO,YHOO,36.68,36.64,36.86,36.56,14522800,"2014-04-30 00:49:33.350583"
506,3,YAHOO,YHOO,36.66,35.76,36.79,35.51,16827800,"2014-04-28 00:49:33.350583"
507,3,YAHOO,YHOO,36.01,34.26,36.05,33.83,41049900,"2014-04-26 00:49:33.350583"
508,3,YAHOO,YHOO,34.11,33.07,34.37,32.53,47770200,"2014-04-24 00:49:33.350583"
509,3,YAHOO,YHOO,33.1,33.83,34.43,33.02,35486100,"2014-04-22 00:49:33.350583"
510,3,YAHOO,YHOO,34.19,34.87,35.0,33.95,21651200,"2014-04-20 00:49:33.350583"
511,3,YAHOO,YHOO,34.88,33.4,34.98,33.09,34024900,"2014-04-18 00:49:33.350583"
512,3,YAHOO,YHOO,32.64,32.87,33.48,32.15,28040700,"2014-04-16 00:49:33.350583"
513,3,YAHOO,YHOO,33.55,33.45,34.04,33.04,26322600,"2014-04-14 00:49:33.350583"
514,3,YAHOO,YHOO,33.93,34.21,34.28,32.64,50600400,"2014-04-12 00:49:33.350583"
515,3,YAHOO,YHOO,36.98,36.35,37.3,35.81,61599100,"2014-04-10 00:49:33.350583"
516,3,YAHOO,YHOO,36.29,36.38,36.6,35.55,28932700,"2014-04-08 00:49:33.350583"
517,3,YAHOO,YHOO,36.6,36.4,36.65,35.89,16685400,"2014-04-06 00:49:33.350583"
518,3,YAHOO,YHOO,36.71,36.14,36.85,36.11,17915200,"2014-04-04 00:49:33.350583"
519,3,YAHOO,YHOO,36.08,35.44,36.19,35.4,19051700,"2014-04-02 00:49:33.350583"
520,3,YAHOO,YHOO,35.82,35.24,35.82,34.77,17242300,"2014-03-31 00:49:33.350583"
521,3,YAHOO,YHOO,35.03,34.48,35.1,34.29,19391100,"2014-03-29 00:49:33.350583"
522,3,YAHOO,YHOO,34.67,33.99,35.0,33.65,30422000,"2014-03-27 00:49:33.350583"
523,3,YAHOO,YHOO,34.37,35.83,35.89,34.12,28720000,"2014-03-25 00:49:33.350583"
524,3,YAHOO,YHOO,35.89,35.95,36.44,35.25,23315600,"2014-03-23 00:49:33.350583"
525,3,YAHOO,YHOO,36.26,36.51,36.69,36.0,19474700,"2014-03-21 00:49:33.350583"
526,5,APPLE,AAPL,542.38,542.55,543.48,540.26,6443600,"2014-04-30 00:49:38.050343"
527,5,APPLE,AAPL,541.39,538.79,542.5,537.64,5798000,"2014-04-28 00:49:38.050343"
528,5,APPLE,AAPL,539.81,531.82,540.0,530.58,9830400,"2014-04-26 00:49:38.050343"
529,5,APPLE,AAPL,528.02,523.47,530.9,521.89,10351800,"2014-04-24 00:49:38.050343"
530,5,APPLE,AAPL,525.19,523.44,526.12,518.7,8710300,"2014-04-22 00:49:38.050343"
531,5,APPLE,AAPL,522.64,530.32,530.49,522.02,7363200,"2014-04-20 00:49:38.050343"
532,5,APPLE,AAPL,530.68,523.48,532.24,523.17,8559000,"2014-04-18 00:49:38.050343"
533,5,APPLE,AAPL,519.0,519.61,522.83,517.14,9704200,"2014-04-16 00:49:38.050343"
534,5,APPLE,AAPL,521.9,521.68,522.16,517.21,7345500,"2014-04-14 00:49:38.050343"
535,5,APPLE,AAPL,520.27,517.96,521.64,511.33,9517500,"2014-04-12 00:49:38.050343"
536,5,APPLE,AAPL,518.05,519.01,521.09,514.14,7670200,"2014-04-10 00:49:38.050343"
537,5,APPLE,AAPL,520.0,524.94,527.76,519.2,10158100,"2014-04-08 00:49:38.050343"
538,5,APPLE,AAPL,525.34,531.17,532.14,523.96,6519600,"2014-04-06 00:49:38.050343"
539,5,APPLE,AAPL,528.31,531.7,531.83,526.5,7234400,"2014-04-04 00:49:38.050343"
540,5,APPLE,AAPL,529.06,524.75,531.13,524.45,14105000,"2014-04-02 00:49:38.050343"
541,5,APPLE,AAPL,568.21,567.77,570.0,560.73,27139700,"2014-03-31 00:49:38.050343"
542,5,APPLE,AAPL,564.53,571.94,571.99,563.96,13938400,"2014-03-29 00:49:38.050343"
543,5,APPLE,AAPL,572.8,594.09,595.75,572.55,23910200,"2014-03-27 00:49:38.050343"
544,5,APPLE,AAPL,593.74,592.33,595.98,589.51,12049200,"2014-03-25 00:49:38.050343"
545,5,APPLE,AAPL,592.64,590.09,599.43,589.8,16308600,"2014-03-23 00:49:38.050343"
546,5,APPLE,AAPL,592.0,591.48,594.8,586.36,8716000,"2014-03-21 00:49:38.050343"
